% t[ms]   command[pwmU]  encoderPos[ticks]    angle[degrees]    velocity[deg/s]    acceleration[deg/s^2]  bufferOverflow 	 iRead iToRead i 
312.00  	 255.00	-505 -15150.00 -60.00 0.00 	 % dT =  999.00
313.00  	 255.00	-506 -15180.00 -30.00 30.00 	 % dT =  1000.00
314.00  	 255.00	-508 -15240.00 -60.00 -30.00 	 % dT =  1000.00
315.00  	 255.00	-510 -15300.00 -60.00 0.00 	 % dT =  1001.00
316.00  	 255.00	-512 -15360.00 -60.00 0.00 	 % dT =  999.00
317.00  	 255.00	-513 -15390.00 -30.00 30.00 	 % dT =  1000.00
318.00  	 255.00	-515 -15450.00 -60.00 -30.00 	 % dT =  1000.00
319.00  	 255.00	-517 -15510.00 -60.00 0.00 	 % dT =  1000.00
320.00  	 255.00	-519 -15570.00 -60.00 0.00 	 % dT =  1000.00
321.00  	 255.00	-521 -15630.00 -60.00 0.00 	 % dT =  1000.00
322.00  	 255.00	-522 -15660.00 -30.00 30.00 	 % dT =  1000.00
323.00  	 255.00	-525 -15750.00 -90.00 -60.00 	 % dT =  1003.00
324.00  	 255.00	-526 -15780.00 -30.00 60.00 	 % dT =  1000.00
325.00  	 255.00	-528 -15840.00 -60.00 -30.00 	 % dT =  998.00
326.00  	 255.00	-529 -15870.00 -30.00 30.00 	 % dT =  1000.00
327.00  	 255.00	-531 -15930.00 -60.00 -30.00 	 % dT =  1000.00
328.00  	 255.00	-533 -15990.00 -60.00 0.00 	 % dT =  1000.00
329.00  	 255.00	-534 -16020.00 -30.00 30.00 	 % dT =  999.00
330.00  	 255.00	-537 -16110.00 -90.00 -60.00 	 % dT =  1000.00
331.00  	 255.00	-538 -16140.00 -30.00 60.00 	 % dT =  1002.00
332.00  	 255.00	-540 -16200.00 -60.00 -30.00 	 % dT =  998.00
333.00  	 255.00	-542 -16260.00 -60.00 0.00 	 % dT =  1000.00
334.00  	 255.00	-543 -16290.00 -30.00 30.00 	 % dT =  1000.00
335.00  	 255.00	-545 -16350.00 -60.00 -30.00 	 % dT =  1002.00
336.00  	 255.00	-547 -16410.00 -60.00 0.00 	 % dT =  1000.00
337.00  	 255.00	-549 -16470.00 -60.00 0.00 	 % dT =  998.00
338.00  	 255.00	-550 -16500.00 -30.00 30.00 	 % dT =  1000.00
339.00  	 255.00	-553 -16590.00 -90.00 -60.00 	 % dT =  1002.00
